,edge_prob,test_acc,val_acc
0,0.1,0.7408,0.8989904127355491
1,0.2,0.7395,0.8976934618416703
2,0.3,0.7334,0.8972102840576762
3,0.4,0.7345,0.8964982325865269
4,0.5,0.7376,0.8967779670930499
